bagging,AdaBoost,GBM,XGBoost,LightGBM,CatBoost,LightGBM_imp_feature,LightGBM_categ,LightGBM_giperparam,LightGBM_no_zeros
0.8381694653366357,0.83221490453535,0.834558060364512,0.8331885137371732,0.8361916640681841,0.834587869362364,0.8359413254987119,0.8362262737262737,0.8615855329253813,0.804181619597441
0.8704075131551005,0.9452087118620072,0.9486774109818542,0.9503055758748437,0.9491729394275467,0.9497156610585431,0.9265202104816065,0.9480874961655537,0.8903938271313623,0.9779355957931258
0.853984349678196,0.8851202050556832,0.8879661634622817,0.8879016700655901,0.8891074665134168,0.8884375965741027,0.8789031897034135,0.8886505136740133,0.8757528285465622,0.8825882209039202
91.2229,7.518,28.6431,1.0221,1.7586,8.0907,1.7829,1.9424,257.96,2.069
